product_id,product_name,category,price_per_kg,units_shipped_kg,units_sold_kg,units_on_hand_kg,supplier,farm_location,sale_date
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.57,43432,39861,3571,ITC Agri Business,"Coimbatore, Tamil Nadu",2023-04-11
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.53,1457,758,699,DeHaat,"Kolkata, West Bengal",2022-11-17
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.74,17507,14277,3230,Godrej Agrovet,"Anand, Gujarat",2023-09-24
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.86,1440,1201,239,Nuziveedu Seeds,"Pune, Maharashtra",2023-06-04
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.17,16869,6916,9953,Amul (GCMMF),"Bengaluru, Karnataka",2022-05-19
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.72,35016,29619,5397,Amul (GCMMF),"Hyderabad, Telangana",2023-12-07
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.78,15425,13231,2194,Coromandel International,"Coimbatore, Tamil Nadu",2022-10-10
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,5.82,1534,1017,517,Amul (GCMMF),"Coimbatore, Tamil Nadu",2022-06-10
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.46,23905,9305,14600,Nuziveedu Seeds,"Pune, Maharashtra",2022-11-18
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,1.17,41682,38426,3256,Coromandel International,"Lucknow, Uttar Pradesh",2023-06-25
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.45,41221,1207,40014,Coromandel International,"Hyderabad, Telangana",2023-03-26
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.0,11463,6751,4712,IFFCO,"Nashik, Maharashtra",2023-10-27
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.94,25431,24021,1410,Godrej Agrovet,"Lucknow, Uttar Pradesh",2022-07-12
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,5.43,32564,9250,23314,Parag Foods,"Hyderabad, Telangana",2022-02-22
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.04,26883,16309,10574,IFFCO,"Anand, Gujarat",2023-01-26
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.11,10256,5617,4639,Godrej Agrovet,"Anand, Gujarat",2023-01-18
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.58,38644,28496,10148,Godrej Agrovet,"Hyderabad, Telangana",2022-11-01
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.63,43848,35367,8481,Godrej Agrovet,"Kolkata, West Bengal",2023-12-14
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.69,22953,17553,5400,ITC Agri Business,"Lucknow, Uttar Pradesh",2022-07-24
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.84,49595,21362,28233,IFFCO,"Nashik, Maharashtra",2023-12-07
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.07,2788,2772,16,Parag Foods,"Nashik, Maharashtra",2022-01-14
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.58,40430,25171,15259,DeHaat,"Bengaluru, Karnataka",2023-06-09
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.59,14334,3148,11186,Godrej Agrovet,"Pune, Maharashtra",2023-03-31
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.23,29699,1050,28649,Parag Foods,"Lucknow, Uttar Pradesh",2023-04-30
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.54,3143,883,2260,DeHaat,"Kolkata, West Bengal",2022-08-05
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.83,39066,29752,9314,Nuziveedu Seeds,"Anand, Gujarat",2023-02-12
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.41,17244,8771,8473,DeHaat,"Nashik, Maharashtra",2022-07-15
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.92,8302,6864,1438,Nuziveedu Seeds,"Lucknow, Uttar Pradesh",2023-05-19
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.99,1013,133,880,Amul (GCMMF),"Jaipur, Rajasthan",2022-09-14
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.66,37443,29883,7560,DeHaat,"Coimbatore, Tamil Nadu",2023-08-09
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.99,44648,765,43883,Nuziveedu Seeds,"Hyderabad, Telangana",2022-06-03
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.65,34443,26293,8150,Godrej Agrovet,"Pune, Maharashtra",2022-08-26
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.95,31287,6280,25007,ITC Agri Business,"Jaipur, Rajasthan",2023-12-18
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,5.85,11988,11900,88,DeHaat,"Anand, Gujarat",2022-02-21
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.92,29679,20384,9295,Coromandel International,"Pune, Maharashtra",2022-08-14
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.74,41741,3657,38084,Nuziveedu Seeds,"Coimbatore, Tamil Nadu",2022-02-24
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,2.19,19353,12788,6565,IFFCO,"Chennai, Tamil Nadu",2023-05-24
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.86,31682,28022,3660,Nuziveedu Seeds,"Chennai, Tamil Nadu",2023-03-22
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.35,22274,6971,15303,DeHaat,"Nashik, Maharashtra",2022-05-20
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.68,24090,2079,22011,Nuziveedu Seeds,"Lucknow, Uttar Pradesh",2023-06-05
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.68,21140,13635,7505,Parag Foods,"Nashik, Maharashtra",2023-03-13
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.58,6166,4161,2005,IFFCO,"Chennai, Tamil Nadu",2023-06-05
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.14,12734,7644,5090,DeHaat,"Anand, Gujarat",2022-12-06
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.6,19504,826,18678,ITC Agri Business,"Coimbatore, Tamil Nadu",2022-12-07
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.77,24213,16516,7697,Parag Foods,"Anand, Gujarat",2022-08-14
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.66,28705,9519,19186,IFFCO,"Jaipur, Rajasthan",2022-05-22
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.28,43670,19368,24302,Coromandel International,"Anand, Gujarat",2023-03-24
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,7.11,47585,1074,46511,Nuziveedu Seeds,"Lucknow, Uttar Pradesh",2022-02-23
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.65,6023,4313,1710,Nuziveedu Seeds,"Pune, Maharashtra",2022-12-31
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.66,14725,12681,2044,Amul (GCMMF),"Jaipur, Rajasthan",2022-08-30
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.13,32608,1538,31070,IFFCO,"Coimbatore, Tamil Nadu",2022-03-27
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.44,11532,11036,496,Nuziveedu Seeds,"Bengaluru, Karnataka",2023-11-04
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.59,22573,13796,8777,Amul (GCMMF),"Lucknow, Uttar Pradesh",2023-05-05
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.92,9219,4446,4773,Amul (GCMMF),"Kolkata, West Bengal",2023-12-04
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.54,47126,39970,7156,DeHaat,"Anand, Gujarat",2023-12-07
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.53,16853,5520,11333,Nuziveedu Seeds,"Coimbatore, Tamil Nadu",2023-03-24
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.93,3432,2209,1223,Parag Foods,"Jaipur, Rajasthan",2022-03-02
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.64,9578,1034,8544,Coromandel International,"Anand, Gujarat",2022-12-29
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.37,26470,11257,15213,Parag Foods,"Chennai, Tamil Nadu",2022-07-05
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.46,42733,25723,17010,Parag Foods,"Bengaluru, Karnataka",2022-11-02
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.36,17212,2034,15178,Nuziveedu Seeds,"Jaipur, Rajasthan",2023-12-19
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.79,31801,9979,21822,Godrej Agrovet,"Hyderabad, Telangana",2022-04-13
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.79,25784,24129,1655,ITC Agri Business,"Bengaluru, Karnataka",2022-07-11
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.56,29300,10475,18825,Amul (GCMMF),"Jaipur, Rajasthan",2022-12-18
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,4.05,18217,8216,10001,Nuziveedu Seeds,"Nashik, Maharashtra",2022-08-22
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.8,43146,33408,9738,DeHaat,"Lucknow, Uttar Pradesh",2022-01-02
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.99,6789,1107,5682,Amul (GCMMF),"Chennai, Tamil Nadu",2022-01-31
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.48,47064,32468,14596,Coromandel International,"Bengaluru, Karnataka",2023-09-04
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.85,15981,13324,2657,Godrej Agrovet,"Chennai, Tamil Nadu",2023-03-25
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.5,28508,16905,11603,ITC Agri Business,"Nashik, Maharashtra",2022-04-18
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.63,43252,32151,11101,Nuziveedu Seeds,"Anand, Gujarat",2023-01-13
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.49,1487,341,1146,Coromandel International,"Jaipur, Rajasthan",2023-03-22
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.7,16405,15012,1393,IFFCO,"Coimbatore, Tamil Nadu",2023-08-06
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.46,25955,1005,24950,Godrej Agrovet,"Pune, Maharashtra",2023-09-17
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.95,24210,21278,2932,Parag Foods,"Kolkata, West Bengal",2023-02-07
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,5.86,14001,6552,7449,Godrej Agrovet,"Jaipur, Rajasthan",2022-11-20
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.35,15604,3330,12274,Coromandel International,"Anand, Gujarat",2022-01-24
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.1,40395,14217,26178,Nuziveedu Seeds,"Chennai, Tamil Nadu",2023-11-29
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.23,1778,162,1616,Godrej Agrovet,"Jaipur, Rajasthan",2023-02-24
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.55,22458,10124,12334,Nuziveedu Seeds,"Lucknow, Uttar Pradesh",2023-11-09
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.42,21931,935,20996,DeHaat,"Anand, Gujarat",2023-02-02
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.28,43043,41146,1897,Nuziveedu Seeds,"Anand, Gujarat",2022-11-02
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.72,27943,3808,24135,Coromandel International,"Pune, Maharashtra",2023-08-09
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,5.99,4820,4687,133,ITC Agri Business,"Chennai, Tamil Nadu",2023-01-19
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.94,21007,13054,7953,DeHaat,"Chennai, Tamil Nadu",2022-09-24
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.84,33739,27202,6537,ITC Agri Business,"Hyderabad, Telangana",2022-03-15
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.81,23369,16703,6666,Godrej Agrovet,"Anand, Gujarat",2022-10-13
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.01,41141,16559,24582,Parag Foods,"Pune, Maharashtra",2022-07-07
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.58,37647,4785,32862,IFFCO,"Anand, Gujarat",2022-10-29
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.6,10521,8231,2290,Coromandel International,"Coimbatore, Tamil Nadu",2023-03-23
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.76,3427,2827,600,ITC Agri Business,"Nashik, Maharashtra",2022-09-24
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.83,42782,11571,31211,IFFCO,"Coimbatore, Tamil Nadu",2022-05-13
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.71,47666,38356,9310,Amul (GCMMF),"Nashik, Maharashtra",2023-05-10
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.93,32431,1671,30760,Nuziveedu Seeds,"Hyderabad, Telangana",2022-09-20
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.72,8968,8589,379,ITC Agri Business,"Chennai, Tamil Nadu",2022-12-24
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.58,32288,26134,6154,DeHaat,"Anand, Gujarat",2023-05-29
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.95,42801,29197,13604,Coromandel International,"Nashik, Maharashtra",2022-07-02
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.83,25765,19802,5963,Nuziveedu Seeds,"Chennai, Tamil Nadu",2022-02-28
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.92,45777,26078,19699,IFFCO,"Jaipur, Rajasthan",2023-11-05
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,3.2,18262,8913,9349,Coromandel International,"Bengaluru, Karnataka",2022-05-13
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.21,28357,4488,23869,ITC Agri Business,"Hyderabad, Telangana",2022-06-08
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.43,33023,31934,1089,Parag Foods,"Hyderabad, Telangana",2023-07-26
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.66,3464,480,2984,DeHaat,"Bengaluru, Karnataka",2023-10-17
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.56,28946,21346,7600,Amul (GCMMF),"Chennai, Tamil Nadu",2023-12-19
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.71,1180,203,977,Coromandel International,"Coimbatore, Tamil Nadu",2023-01-28
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.5,29148,7553,21595,Parag Foods,"Jaipur, Rajasthan",2023-09-29
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.1,9484,6762,2722,ITC Agri Business,"Hyderabad, Telangana",2022-12-15
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,1.04,46932,8351,38581,DeHaat,"Chennai, Tamil Nadu",2023-07-05
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.67,17343,7156,10187,Nuziveedu Seeds,"Jaipur, Rajasthan",2022-09-26
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.58,37021,12351,24670,IFFCO,"Lucknow, Uttar Pradesh",2022-02-06
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.99,14882,4114,10768,ITC Agri Business,"Bengaluru, Karnataka",2022-11-17
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.24,35747,24078,11669,Godrej Agrovet,"Pune, Maharashtra",2023-08-02
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.6,29238,27855,1383,Amul (GCMMF),"Jaipur, Rajasthan",2022-06-13
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.87,20188,13799,6389,Amul (GCMMF),"Anand, Gujarat",2022-12-29
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.95,4512,1248,3264,Nuziveedu Seeds,"Anand, Gujarat",2023-03-29
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.61,46280,4129,42151,DeHaat,"Bengaluru, Karnataka",2022-03-22
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.56,26943,15522,11421,ITC Agri Business,"Jaipur, Rajasthan",2023-07-20
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.58,4311,32,4279,ITC Agri Business,"Jaipur, Rajasthan",2022-06-09
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.27,2895,1925,970,Parag Foods,"Nashik, Maharashtra",2023-01-10
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.09,23187,11730,11457,Godrej Agrovet,"Pune, Maharashtra",2022-06-09
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.7,33798,530,33268,IFFCO,"Kolkata, West Bengal",2023-12-16
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.44,48205,20929,27276,DeHaat,"Anand, Gujarat",2023-10-27
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,4.13,26320,739,25581,Coromandel International,"Kolkata, West Bengal",2022-07-25
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.88,7650,6080,1570,IFFCO,"Anand, Gujarat",2023-12-26
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.7,25071,16483,8588,Godrej Agrovet,"Jaipur, Rajasthan",2022-01-12
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.75,38289,21157,17132,IFFCO,"Kolkata, West Bengal",2023-03-17
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,4.85,21672,12321,9351,ITC Agri Business,"Pune, Maharashtra",2023-03-22
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.9,28189,5141,23048,DeHaat,"Chennai, Tamil Nadu",2022-09-05
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.65,39382,2313,37069,IFFCO,"Hyderabad, Telangana",2022-11-03
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.42,42894,17971,24923,Nuziveedu Seeds,"Coimbatore, Tamil Nadu",2022-09-30
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.07,16034,9413,6621,Amul (GCMMF),"Pune, Maharashtra",2023-07-07
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.44,31705,16457,15248,Coromandel International,"Bengaluru, Karnataka",2023-06-19
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.75,33135,5321,27814,Parag Foods,"Hyderabad, Telangana",2023-06-08
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,1.05,19149,9591,9558,DeHaat,"Hyderabad, Telangana",2023-09-04
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.6,26091,2797,23294,DeHaat,"Anand, Gujarat",2023-12-04
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.27,28610,19919,8691,Parag Foods,"Anand, Gujarat",2022-10-15
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.95,15597,7642,7955,Coromandel International,"Lucknow, Uttar Pradesh",2022-07-31
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.67,11525,549,10976,ITC Agri Business,"Jaipur, Rajasthan",2023-12-05
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.49,15246,7974,7272,Coromandel International,"Jaipur, Rajasthan",2023-11-30
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.65,9993,8715,1278,Coromandel International,"Nashik, Maharashtra",2023-03-16
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.45,26677,20198,6479,Amul (GCMMF),"Bengaluru, Karnataka",2023-01-13
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.03,2739,2437,302,IFFCO,"Jaipur, Rajasthan",2022-09-22
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.83,4005,1556,2449,Nuziveedu Seeds,"Jaipur, Rajasthan",2022-11-27
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.69,12372,360,12012,Parag Foods,"Lucknow, Uttar Pradesh",2022-02-11
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.31,35800,14399,21401,ITC Agri Business,"Bengaluru, Karnataka",2023-03-03
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.86,37242,12607,24635,DeHaat,"Lucknow, Uttar Pradesh",2023-02-26
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.19,12876,7247,5629,ITC Agri Business,"Coimbatore, Tamil Nadu",2023-02-04
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.84,30039,14677,15362,Parag Foods,"Lucknow, Uttar Pradesh",2022-08-09
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.26,14437,2052,12385,Amul (GCMMF),"Lucknow, Uttar Pradesh",2022-11-17
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.7,1942,1809,133,Amul (GCMMF),"Kolkata, West Bengal",2023-08-18
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.66,27355,19165,8190,Coromandel International,"Kolkata, West Bengal",2023-04-24
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.77,1516,789,727,Parag Foods,"Chennai, Tamil Nadu",2023-07-28
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.25,48750,3181,45569,Godrej Agrovet,"Anand, Gujarat",2022-07-28
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.51,33970,24166,9804,Parag Foods,"Chennai, Tamil Nadu",2022-01-07
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.68,32287,17897,14390,ITC Agri Business,"Jaipur, Rajasthan",2022-07-04
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.4,41570,31517,10053,Parag Foods,"Coimbatore, Tamil Nadu",2022-06-02
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.18,39824,10812,29012,Parag Foods,"Chennai, Tamil Nadu",2023-10-13
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.69,14113,4821,9292,Parag Foods,"Jaipur, Rajasthan",2023-02-15
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.43,4605,2951,1654,Coromandel International,"Jaipur, Rajasthan",2022-09-20
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.9,29401,15477,13924,Godrej Agrovet,"Kolkata, West Bengal",2022-03-24
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.87,22623,5521,17102,Amul (GCMMF),"Kolkata, West Bengal",2023-03-19
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.93,5224,1220,4004,Nuziveedu Seeds,"Pune, Maharashtra",2022-04-13
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.8,43447,25555,17892,Godrej Agrovet,"Lucknow, Uttar Pradesh",2023-06-21
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.12,11278,8209,3069,Godrej Agrovet,"Bengaluru, Karnataka",2023-11-15
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.96,36966,3694,33272,Nuziveedu Seeds,"Pune, Maharashtra",2023-08-19
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.92,30336,5984,24352,Godrej Agrovet,"Jaipur, Rajasthan",2023-12-14
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.65,40813,10955,29858,ITC Agri Business,"Chennai, Tamil Nadu",2022-01-18
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.72,18562,12614,5948,Amul (GCMMF),"Pune, Maharashtra",2023-10-14
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,7.02,35502,14046,21456,Godrej Agrovet,"Bengaluru, Karnataka",2023-09-17
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.66,36053,31289,4764,Amul (GCMMF),"Chennai, Tamil Nadu",2023-05-25
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,2.32,17811,7752,10059,Coromandel International,"Jaipur, Rajasthan",2023-10-04
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.71,6367,1619,4748,Parag Foods,"Anand, Gujarat",2023-06-07
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.38,29523,7387,22136,Coromandel International,"Hyderabad, Telangana",2023-07-11
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.95,42198,227,41971,Amul (GCMMF),"Jaipur, Rajasthan",2023-06-29
